Gene.stable.ID	Protein.stable.ID	Transcript.stable.ID	Gene.name	depth
ENSG00000021852	ENSP00000360281	ENST00000371237	C8B	186
ENSG00000022267	ENSP00000359717	ENST00000370683	FHL1	295
ENSG00000022277	ENSP00000349906	ENST00000357348	RTF2	208
ENSG00000022355	ENSP00000377517	ENST00000393943	GABRA1	200
ENSG00000022556	ENSP00000409370	ENST00000448584	NLRP2	119
ENSG00000022567	ENSP00000428137	ENST00000517878	SLC45A4	923
ENSG00000022840	ENSP00000322242	ENST00000325954	RNF10	208
ENSG00000022976	ENSP00000399863	ENST00000442396	ZNF839	175
ENSG00000023041	ENSP00000358413	ENST00000369405	ZDHHC6	208
ENSG00000023171	ENSP00000490062	ENST00000635736	GRAMD1B	290
ENSG00000023191	ENSP00000346402	ENST00000354420	RNH1	122
ENSG00000023228	ENSP00000233190	ENST00000233190	NDUFS1	687
ENSG00000023287	ENSP00000025008	ENST00000025008	RB1CC1	227
ENSG00000023318	ENSP00000262455	ENST00000262455	ERP44	206
ENSG00000023330	ENSP00000418779	ENST00000484952	ALAS1	249
ENSG00000023445	ENSP00000263464	ENST00000263464	BIRC3	299
ENSG00000023516	ENSP00000025301	ENST00000025301	AKAP11	636
ENSG00000023572	ENSP00000356409	ENST00000367439	GLRX2	97
ENSG00000023608	ENSP00000216294	ENST00000216294	SNAPC1	250
ENSG00000023697	ENSP00000416583	ENST00000428559	DERA	209
ENSG00000023734	ENSP00000392270	ENST00000419869	STRAP	226
ENSG00000023839	ENSP00000497274	ENST00000647814	ABCC2	101
ENSG00000023892	ENSP00000319831	ENST00000316637	DEF6	777
ENSG00000023902	ENSP00000358120	ENST00000369124	PLEKHO1	465
ENSG00000023909	ENSP00000359258	ENST00000370238	GCLM	202
ENSG00000024048	ENSP00000361992	ENST00000372901	UBR2	646
ENSG00000024422	ENSP00000263277	ENST00000263277	EHD2	249
ENSG00000024526	ENSP00000412292	ENST00000456315	DEPDC1	796
ENSG00000024862	ENSP00000482946	ENST00000617445	CCDC28A	392
ENSG00000025039	ENSP00000358423	ENST00000369415	RRAGD	754
ENSG00000025156	ENSP00000357440	ENST00000368455	HSF2	211
ENSG00000025293	ENSP00000363124	ENST00000374012	PHF20	279
ENSG00000025423	ENSP00000318631	ENST00000322165	HSD17B6	112
ENSG00000025434	ENSP00000387946	ENST00000441012	NR1H3	199
ENSG00000025708	ENSP00000252029	ENST00000252029	TYMP	170
ENSG00000025770	ENSP00000410088	ENST00000420993	NCAPH2	191
ENSG00000025772	ENSP00000361900	ENST00000372813	TOMM34	105
ENSG00000025796	ENSP00000357998	ENST00000369002	SEC63	204
ENSG00000025800	ENSP00000362728	ENST00000373625	KPNA6	1049
ENSG00000026025	ENSP00000446007	ENST00000544301	VIM	240
ENSG00000026036	ENSP00000457428	ENST00000492259	RTEL1-TNFRSF6B	808
ENSG00000026103	ENSP00000498466	ENST00000652046	FAS	772
ENSG00000026297	ENSP00000426455	ENST00000508775	RNASET2	268
ENSG00000026508	ENSP00000398632	ENST00000428726	CD44	429
ENSG00000026559	ENSP00000360626	ENST00000371571	KCNG1	196
ENSG00000026652	ENSP00000314036	ENST00000320285	AGPAT4	1044
ENSG00000026751	ENSP00000357022	ENST00000368043	SLAMF7	1356
ENSG00000026950	ENSP00000289361	ENST00000289361	BTN3A1	69
ENSG00000027001	ENSP00000371607	ENST00000382172	MIPEP	623
ENSG00000027075	ENSP00000329127	ENST00000332981	PRKCH	230
ENSG00000027644	ENSP00000357178	ENST00000368195	INSRR	123
ENSG00000027697	ENSP00000356713	ENST00000367739	IFNGR1	121
ENSG00000027847	ENSP00000029410	ENST00000029410	B4GALT7	205
ENSG00000027869	ENSP00000357182	ENST00000368199	SH2D2A	107
ENSG00000028116	ENSP00000342381	ENST00000340157	VRK2	199
ENSG00000028137	ENSP00000365435	ENST00000376259	TNFRSF1B	106
ENSG00000028203	ENSP00000410083	ENST00000436874	VEZT	208
ENSG00000028277	ENSP00000339369	ENST00000342301	POU2F2	248
ENSG00000028310	ENSP00000419765	ENST00000467963	BRD9	614
ENSG00000028528	ENSP00000453785	ENST00000559844	SNX1	271
ENSG00000028839	ENSP00000237264	ENST00000237264	TBPL1	215
ENSG00000029153	ENSP00000442438	ENST00000544915	ARNTL2	234
ENSG00000029363	ENSP00000435210	ENST00000531224	BCLAF1	628
ENSG00000029364	ENSP00000336887	ENST00000336643	SLC39A9	288
ENSG00000029534	ENSP00000289734	ENST00000289734	ANK1	326
ENSG00000029559	ENSP00000226284	ENST00000226284	IBSP	111
ENSG00000029639	ENSP00000356134	ENST00000367166	TFB1M	630
ENSG00000029725	ENSP00000445408	ENST00000537505	RABEP1	396
ENSG00000029993	ENSP00000359393	ENST00000325307	HMGB3	406
ENSG00000030066	ENSP00000367721	ENST00000378460	NUP160	210
ENSG00000030110	ENSP00000363591	ENST00000374467	BAK1	971
ENSG00000030304	ENSP00000363571	ENST00000374448	MUSK	201
ENSG00000030419	ENSP00000412869	ENST00000434687	IKZF2	203
ENSG00000030582	ENSP00000053867	ENST00000053867	GRN	391
ENSG00000031003	ENSP00000033079	ENST00000033079	FAM13B	746
ENSG00000031081	ENSP00000264245	ENST00000264245	ARHGAP31	218
ENSG00000031691	ENSP00000337289	ENST00000335783	CENPQ	170
ENSG00000031698	ENSP00000234677	ENST00000234677	SARS1	405
ENSG00000031823	ENSP00000341483	ENST00000340578	RANBP3	223
ENSG00000032219	ENSP00000347602	ENST00000355431	ARID4A	214
ENSG00000032389	ENSP00000371559	ENST00000382125	EIPR1	212
ENSG00000032444	ENSP00000473211	ENST00000600737	PNPLA6	201
ENSG00000032742	ENSP00000261632	ENST00000351808	IFT88	201
ENSG00000033011	ENSP00000262374	ENST00000262374	ALG1	217
ENSG00000033030	ENSP00000488055	ENST00000633063	ZCCHC8	205
ENSG00000033050	ENSP00000287844	ENST00000287844	ABCF2	248
ENSG00000033100	ENSP00000035307	ENST00000035307	CHPF2	811
ENSG00000033122	ENSP00000498937	ENST00000651989	LRRC7	214
ENSG00000033170	ENSP00000501213	ENST00000673929	FUT8	284
ENSG00000033178	ENSP00000313454	ENST00000322244	UBA6	196
ENSG00000033327	ENSP00000354952	ENST00000361507	GAB2	197
ENSG00000033627	ENSP00000342951	ENST00000343619	ATP6V0A1	986
ENSG00000033800	ENSP00000249636	ENST00000249636	PIAS1	1372
ENSG00000033867	ENSP00000406804	ENST00000445684	SLC4A7	268
ENSG00000034053	ENSP00000507394	ENST00000683413	APBA2	268
ENSG00000034152	ENSP00000345083	ENST00000342679	MAP2K3	134
ENSG00000034239	ENSP00000262103	ENST00000262103	EFCAB1	187
ENSG00000034510	ENSP00000233143	ENST00000233143	TMSB10	67
ENSG00000034533	ENSP00000264992	ENST00000264992	ASTE1	376
ENSG00000034677	ENSP00000342667	ENST00000341084	RNF19A	212
ENSG00000034693	ENSP00000356563	ENST00000367591	PEX3	117
ENSG00000034713	ENSP00000037243	ENST00000037243	GABARAPL2	274
ENSG00000034971	ENSP00000037502	ENST00000037502	MYOC	255
ENSG00000035115	ENSP00000348471	ENST00000356150	SH3YL1	197
ENSG00000035141	ENSP00000397269	ENST00000430566	FAM136A	275
ENSG00000035403	ENSP00000211998	ENST00000211998	VCL	1346
ENSG00000035499	ENSP00000265036	ENST00000265036	DEPDC1B	796
ENSG00000035664	ENSP00000261891	ENST00000261891	DAPK2	524
ENSG00000035681	ENSP00000038176	ENST00000038176	NSMAF	210
ENSG00000035687	ENSP00000355493	ENST00000366535	ADSS2	527
ENSG00000035720	ENSP00000265404	ENST00000265404	STAP1	408
ENSG00000035862	ENSP00000262768	ENST00000262768	TIMP2	307
ENSG00000035928	ENSP00000261424	ENST00000349703	RFC1	215
ENSG00000036054	ENSP00000377700	ENST00000394144	TBC1D23	202
ENSG00000036257	ENSP00000264414	ENST00000264414	CUL3	291
ENSG00000036448	ENSP00000262113	ENST00000262113	MYOM2	274
ENSG00000036473	ENSP00000039007	ENST00000039007	OTC	202
ENSG00000036530	ENSP00000261835	ENST00000261835	CYP46A1	262
ENSG00000036549	ENSP00000359837	ENST00000370801	ZZZ3	211
ENSG00000036565	ENSP00000276373	ENST00000276373	SLC18A1	185
ENSG00000036672	ENSP00000260187	ENST00000260187	USP2	177
ENSG00000036828	ENSP00000491584	ENST00000639785	CASR	206
ENSG00000037042	ENSP00000251412	ENST00000251412	TUBG2	74
ENSG00000037241	ENSP00000265100	ENST00000265100	RPL26L1	466
ENSG00000037280	ENSP00000261937	ENST00000261937	FLT4	200
ENSG00000037474	ENSP00000264670	ENST00000264670	NSUN2	586
ENSG00000037637	ENSP00000364742	ENST00000375592	FBXO42	211
ENSG00000037749	ENSP00000430852	ENST00000522782	MFAP3	386
ENSG00000037757	ENSP00000040663	ENST00000040663	MRI1	195
ENSG00000037897	ENSP00000314441	ENST00000324871	METTL1	200
ENSG00000037965	ENSP00000040584	ENST00000040584	HOXC8	138
ENSG00000038002	ENSP00000264595	ENST00000264595	AGA	733
ENSG00000038210	ENSP00000264864	ENST00000264864	PI4K2B	423
ENSG00000038219	ENSP00000040738	ENST00000040738	BOD1L1	287
ENSG00000038274	ENSP00000325425	ENST00000321757	MAT2B	206
ENSG00000038295	ENSP00000061240	ENST00000061240	TLL1	208
ENSG00000038358	ENSP00000351811	ENST00000358933	EDC4	209
ENSG00000038382	ENSP00000339299	ENST00000344204	TRIO	374
ENSG00000038427	ENSP00000265077	ENST00000265077	VCAN	317
ENSG00000038532	ENSP00000387122	ENST00000409790	CLEC16A	202
ENSG00000038945	ENSP00000262101	ENST00000262101	MSR1	690
ENSG00000039068	ENSP00000261769	ENST00000261769	CDH1	169
ENSG00000039123	ENSP00000230640	ENST00000230640	MTREX	209
ENSG00000039139	ENSP00000265104	ENST00000265104	DNAH5	232
ENSG00000039319	ENSP00000426848	ENST00000505560	ZFYVE16	57
ENSG00000039523	ENSP00000042381	ENST00000042381	RIPOR1	650
ENSG00000039537	ENSP00000338861	ENST00000337836	C6	207
ENSG00000039560	ENSP00000265109	ENST00000265109	RAI14	202
ENSG00000039600	ENSP00000265007	ENST00000265007	SOX30	147
ENSG00000039650	ENSP00000323511	ENST00000322344	PNKP	187
ENSG00000039987	ENSP00000447203	ENST00000553030	BEST2	183
ENSG00000040199	ENSP00000457991	ENST00000568954	PHLPP2	185
ENSG00000040275	ENSP00000265295	ENST00000265295	SPDL1	201
ENSG00000040341	ENSP00000428756	ENST00000524300	STAU2	216
ENSG00000040487	ENSP00000364295	ENST00000375153	SLC66A1	203
ENSG00000040531	ENSP00000046640	ENST00000046640	CTNS	200
ENSG00000040608	ENSP00000043402	ENST00000043402	RTN4R	212
ENSG00000040633	ENSP00000322579	ENST00000320316	PHF23	430
ENSG00000040731	ENSP00000264463	ENST00000264463	CDH10	396
ENSG00000040933	ENSP00000386777	ENST00000409851	INPP4A	277
ENSG00000041353	ENSP00000262094	ENST00000262094	RAB27B	261
ENSG00000041357	ENSP00000044462	ENST00000044462	PSMA4	252
ENSG00000041515	ENSP00000401633	ENST00000457511	MYO16	189
ENSG00000041802	ENSP00000265245	ENST00000265245	LSG1	207
ENSG00000041880	ENSP00000381740	ENST00000398755	PARP3	195
ENSG00000041982	ENSP00000265131	ENST00000350763	TNC	355
ENSG00000041988	ENSP00000311537	ENST00000307896	THAP3	104
ENSG00000042062	ENSP00000332663	ENST00000327979	RIPOR3	650
ENSG00000042088	ENSP00000337353	ENST00000335725	TDP1	211
ENSG00000042286	ENSP00000312370	ENST00000307864	AIFM2	202
ENSG00000042317	ENSP00000377176	ENST00000393545	SPATA7	195
ENSG00000042429	ENSP00000251871	ENST00000251871	MED17	209
ENSG00000042445	ENSP00000295802	ENST00000295802	RETSAT	226
ENSG00000042493	ENSP00000263867	ENST00000263867	CAPG	209
ENSG00000042753	ENSP00000263270	ENST00000263270	AP2S1	991
ENSG00000042781	ENSP00000305941	ENST00000307340	USH2A	176
ENSG00000042813	ENSP00000046087	ENST00000046087	ZPBP	259
ENSG00000042832	ENSP00000220616	ENST00000220616	TG	156
ENSG00000042980	ENSP00000265769	ENST00000265769	ADAM28	241
ENSG00000043039	ENSP00000281437	ENST00000281437	BARX2	198
ENSG00000043093	ENSP00000292782	ENST00000292782	DCUN1D1	227
ENSG00000043143	ENSP00000505514	ENST00000681547	JADE2	211
ENSG00000043355	ENSP00000365514	ENST00000376335	ZIC2	225
ENSG00000043462	ENSP00000046794	ENST00000046794	LCP2	233
ENSG00000043514	ENSP00000321810	ENST00000316891	TRIT1	223
ENSG00000043591	ENSP00000358301	ENST00000369295	ADRB1	162
ENSG00000044012	ENSP00000361662	ENST00000372581	GUCA2B	246
ENSG00000044090	ENSP00000265348	ENST00000265348	CUL7	339
ENSG00000044115	ENSP00000304669	ENST00000302763	CTNNA1	1346
ENSG00000044446	ENSP00000369274	ENST00000379942	PHKA2	676
ENSG00000044459	ENSP00000370021	ENST00000380647	CNTLN	192
ENSG00000044524	ENSP00000337451	ENST00000336596	EPHA3	216
ENSG00000044574	ENSP00000324173	ENST00000324460	HSPA5	260
ENSG00000046604	ENSP00000261590	ENST00000261590	DSG2	83
ENSG00000046647	ENSP00000505429	ENST00000680255	GEMIN8	209
ENSG00000046651	ENSP00000344314	ENST00000340096	OFD1	187
ENSG00000046653	ENSP00000316861	ENST00000316715	GPM6B	847
ENSG00000046774	ENSP00000354660	ENST00000247452	MAGEC2	22
ENSG00000046889	ENSP00000288368	ENST00000288368	PREX2	215
ENSG00000047056	ENSP00000263150	ENST00000263150	WDR37	478
ENSG00000047188	ENSP00000161863	ENST00000161863	YTHDC2	208
ENSG00000047230	ENSP00000352222	ENST00000359276	CTPS2	407
ENSG00000047249	ENSP00000352522	ENST00000359530	ATP6V1H	220
ENSG00000047315	ENSP00000312735	ENST00000314595	POLR2B	638
ENSG00000047346	ENSP00000484641	ENST00000619572	FAM214A	206
ENSG00000047365	ENSP00000302895	ENST00000303965	ARAP2	124
ENSG00000047410	ENSP00000356448	ENST00000367478	TPR	275
ENSG00000047457	ENSP00000264613	ENST00000264613	CP	227
ENSG00000047578	ENSP00000261588	ENST00000261588	KATNIP	207
ENSG00000047579	ENSP00000341680	ENST00000344537	DTNBP1	281
ENSG00000047597	ENSP00000367879	ENST00000378616	XK	416
ENSG00000047617	ENSP00000507275	ENST00000682330	ANO2	305
ENSG00000047621	ENSP00000261250	ENST00000261250	C12orf4	209
ENSG00000047634	ENSP00000369380	ENST00000380041	SCML1	21
ENSG00000047644	ENSP00000370242	ENST00000380861	WWC3	582
ENSG00000047648	ENSP00000338967	ENST00000337414	ARHGAP6	455
ENSG00000047662	ENSP00000265018	ENST00000265018	FAM184B	460
ENSG00000047849	ENSP00000507895	ENST00000683076	MAP4	33
ENSG00000047932	ENSP00000357484	ENST00000368498	GOPC	215
ENSG00000047936	ENSP00000357493	ENST00000368507	ROS1	125
ENSG00000048028	ENSP00000003302	ENST00000003302	USP28	206
ENSG00000048052	ENSP00000408617	ENST00000441542	HDAC9	142
ENSG00000048140	ENSP00000422053	ENST00000508164	TSPAN17	305
ENSG00000048162	ENSP00000480832	ENST00000614830	NOP16	187
ENSG00000048342	ENSP00000403465	ENST00000424120	CC2D2A	199
ENSG00000048392	ENSP00000251810	ENST00000251810	RRM2B	500
ENSG00000048405	ENSP00000265827	ENST00000265827	ZNF800	219
ENSG00000048462	ENSP00000053243	ENST00000053243	TNFRSF17	197
ENSG00000048471	ENSP00000456480	ENST00000566228	SNX29	202
ENSG00000048540	ENSP00000440099	ENST00000537304	LMO3	458
ENSG00000048544	ENSP00000053468	ENST00000053468	MRPS10	203
ENSG00000048545	ENSP00000362049	ENST00000372958	GUCA1A	161
ENSG00000048649	ENSP00000311513	ENST00000308488	RSF1	252
ENSG00000048707	ENSP00000478104	ENST00000620676	VPS13D	628
ENSG00000048740	ENSP00000346971	ENST00000354897	CELF2	289
ENSG00000048828	ENSP00000277165	ENST00000277165	FAM120A	572
ENSG00000048991	ENSP00000506980	ENST00000683871	R3HDM1	242
ENSG00000049089	ENSP00000361834	ENST00000372748	COL9A2	147
ENSG00000049130	ENSP00000495951	ENST00000644744	KITLG	267
ENSG00000049167	ENSP00000501614	ENST00000676185	ERCC8	206
ENSG00000049192	ENSP00000370443	ENST00000381055	ADAMTS6	219
ENSG00000049239	ENSP00000366620	ENST00000377403	H6PD	459
ENSG00000049245	ENSP00000054666	ENST00000054666	VAMP3	201
ENSG00000049246	ENSP00000366755	ENST00000377532	PER3	178
ENSG00000049247	ENSP00000355163	ENST00000361696	UTS2	180
ENSG00000049249	ENSP00000366729	ENST00000377507	TNFRSF9	115
ENSG00000049283	ENSP00000268933	ENST00000268933	EPN3	261
ENSG00000049323	ENSP00000393057	ENST00000418533	LTBP1	265
ENSG00000049449	ENSP00000054950	ENST00000054950	RCN1	1067
ENSG00000049540	ENSP00000252034	ENST00000252034	ELN	78
ENSG00000049541	ENSP00000055077	ENST00000055077	RFC2	215
ENSG00000049618	ENSP00000490491	ENST00000636930	ARID1B	271
ENSG00000049656	ENSP00000313854	ENST00000320895	CLPTM1L	463
ENSG00000049759	ENSP00000383199	ENST00000400345	NEDD4L	203
ENSG00000049768	ENSP00000365380	ENST00000376207	FOXP3	102
ENSG00000049769	ENSP00000055335	ENST00000055335	PPP1R3F	96
ENSG00000049860	ENSP00000261416	ENST00000261416	HEXB	411
ENSG00000049883	ENSP00000370013	ENST00000380639	PTCD2	195
ENSG00000050030	ENSP00000055682	ENST00000055682	NEXMIF	211
ENSG00000050130	ENSP00000479775	ENST00000616435	JKAMP	219
ENSG00000050165	ENSP00000506835	ENST00000683431	DKK3	327
ENSG00000050327	ENSP00000056217	ENST00000056217	ARHGEF5	1251
ENSG00000050344	ENSP00000056233	ENST00000056233	NFE2L3	930
ENSG00000050393	ENSP00000368468	ENST00000379170	MCUR1	201
ENSG00000050405	ENSP00000448779	ENST00000552783	LIMA1	272
ENSG00000050426	ENSP00000262055	ENST00000262055	LETMD1	635
ENSG00000050438	ENSP00000405812	ENST00000453097	SLC4A8	200
ENSG00000050555	ENSP00000354360	ENST00000361069	LAMC3	121
ENSG00000050628	ENSP00000359962	ENST00000370924	PTGER3	1300
ENSG00000050730	ENSP00000057513	ENST00000057513	TNIP3	500
ENSG00000050748	ENSP00000394560	ENST00000452135	MAPK9	205
ENSG00000050767	ENSP00000375069	ENST00000390654	COL23A1	127
ENSG00000050820	ENSP00000162330	ENST00000162330	BCAR1	773
ENSG00000051009	ENSP00000416918	ENST00000449352	FAM160A2	877
ENSG00000051108	ENSP00000409555	ENST00000439977	HERPUD1	461
ENSG00000051128	ENSP00000376162	ENST00000392351	HOMER3	278
ENSG00000051180	ENSP00000267868	ENST00000267868	RAD51	223
ENSG00000051341	ENSP00000264233	ENST00000264233	POLQ	187
ENSG00000051382	ENSP00000501150	ENST00000674063	PIK3CB	210
ENSG00000051523	ENSP00000261623	ENST00000261623	CYBA	192
ENSG00000051596	ENSP00000265097	ENST00000265097	THOC3	191
ENSG00000051620	ENSP00000475750	ENST00000607197	HEBP2	197
ENSG00000051825	ENSP00000475489	ENST00000606320	MPHOSPH9	195
ENSG00000052126	ENSP00000404296	ENST00000429027	PLEKHA5	285
ENSG00000052344	ENSP00000319730	ENST00000317508	PRSS8	246
ENSG00000052723	ENSP00000060969	ENST00000060969	SIKE1	418
ENSG00000052749	ENSP00000360031	ENST00000370992	RRP12	198
ENSG00000052795	ENSP00000264433	ENST00000264433	FNIP2	323
ENSG00000052802	ENSP00000261507	ENST00000261507	MSMO1	221
ENSG00000052841	ENSP00000039989	ENST00000039989	TTC17	213
ENSG00000052850	ENSP00000498217	ENST00000652299	ALX4	256
ENSG00000053108	ENSP00000265342	ENST00000265342	FSTL4	202
ENSG00000053254	ENSP00000452005	ENST00000557258	FOXN3	152
ENSG00000053328	ENSP00000344071	ENST00000338882	METTL24	233
ENSG00000053371	ENSP00000235835	ENST00000235835	AKR7A2	26
ENSG00000053372	ENSP00000364320	ENST00000330263	MRTO4	233
ENSG00000053438	ENSP00000497164	ENST00000649451	NNAT	72
ENSG00000053501	ENSP00000263897	ENST00000263897	USE1	202
ENSG00000053524	ENSP00000328118	ENST00000328913	MCF2L2	200
ENSG00000053702	ENSP00000337501	ENST00000337508	NRIP2	757
ENSG00000053747	ENSP00000324532	ENST00000313654	LAMA3	268
ENSG00000053770	ENSP00000261558	ENST00000261558	AP5M1	197
ENSG00000053900	ENSP00000318775	ENST00000315368	ANAPC4	199
ENSG00000053918	ENSP00000155840	ENST00000155840	KCNQ1	129
ENSG00000054116	ENSP00000362261	ENST00000373166	TRAPPC3	354
ENSG00000054118	ENSP00000346634	ENST00000354618	THRAP3	628
ENSG00000054148	ENSP00000247665	ENST00000247665	PHPT1	285
ENSG00000054179	ENSP00000347213	ENST00000355097	ENTPD2	863
ENSG00000054219	ENSP00000263636	ENST00000263636	LY75	1394
ENSG00000054267	ENSP00000264183	ENST00000264183	ARID4B	215
ENSG00000054277	ENSP00000355512	ENST00000366554	OPN3	1096
ENSG00000054282	ENSP00000355499	ENST00000366541	SDCCAG8	89
ENSG00000054356	ENSP00000295718	ENST00000295718	PTPRN	451
ENSG00000054392	ENSP00000261458	ENST00000261458	HHAT	454
ENSG00000054523	ENSP00000502065	ENST00000676179	KIF1B	205
ENSG00000054598	ENSP00000493906	ENST00000645831	FOXC1	239
ENSG00000054611	ENSP00000336724	ENST00000337137	TBC1D22A	203
ENSG00000054654	ENSP00000450831	ENST00000555002	SYNE2	346
ENSG00000054690	ENSP00000330278	ENST00000329153	PLEKHH1	191
ENSG00000054793	ENSP00000342481	ENST00000338821	ATP9A	203
ENSG00000054796	ENSP00000360310	ENST00000371263	SPO11	196
ENSG00000054803	ENSP00000064571	ENST00000064571	CBLN4	196
ENSG00000054938	ENSP00000365510	ENST00000376332	CHRDL2	116
ENSG00000054965	ENSP00000348852	ENST00000356467	FAM168A	442
ENSG00000054967	ENSP00000064780	ENST00000064780	RELT	194
ENSG00000054983	ENSP00000261304	ENST00000261304	GALC	229
ENSG00000055044	ENSP00000264279	ENST00000264279	NOP58	426
ENSG00000055070	ENSP00000383866	ENST00000401088	SZRD1	273
ENSG00000055118	ENSP00000262186	ENST00000262186	KCNH2	232
ENSG00000055130	ENSP00000326804	ENST00000325222	CUL1	248
ENSG00000055147	ENSP00000341597	ENST00000351797	FAM114A2	404
ENSG00000055163	ENSP00000479968	ENST00000620254	CYFIP2	446
ENSG00000055208	ENSP00000490618	ENST00000637181	TAB2	203
ENSG00000055211	ENSP00000356389	ENST00000367419	GINM1	196
ENSG00000055332	ENSP00000233057	ENST00000233057	EIF2AK2	147
ENSG00000055483	ENSP00000310590	ENST00000312010	USP36	203
ENSG00000055609	ENSP00000262189	ENST00000262189	KMT2C	280
ENSG00000055732	ENSP00000359621	ENST00000370589	MCOLN3	721
ENSG00000055813	ENSP00000384040	ENST00000407595	CCDC85A	260
ENSG00000055917	ENSP00000354370	ENST00000361078	PUM2	191
ENSG00000055950	ENSP00000315364	ENST00000318325	MRPL43	195
ENSG00000055955	ENSP00000266041	ENST00000266041	ITIH4	120
ENSG00000055957	ENSP00000273283	ENST00000273283	ITIH1	92
ENSG00000056050	ENSP00000406598	ENST00000393381	HPF1	210
ENSG00000056097	ENSP00000265069	ENST00000265069	ZFR	238
ENSG00000056277	ENSP00000360017	ENST00000370978	ZNF280C	87
ENSG00000056291	ENSP00000307822	ENST00000308744	NPFFR2	959
ENSG00000056487	ENSP00000324403	ENST00000313237	PHF21B	171
ENSG00000056558	ENSP00000362994	ENST00000373887	TRAF1	147
ENSG00000056586	ENSP00000349783	ENST00000357244	RC3H2	204
ENSG00000056736	ENSP00000288167	ENST00000288167	IL17RB	113
ENSG00000056972	ENSP00000357750	ENST00000368761	TRAF3IP2	90
ENSG00000056998	ENSP00000381786	ENST00000398806	GYG2	169
ENSG00000057019	ENSP00000321573	ENST00000326840	DCBLD2	210
ENSG00000057149	ENSP00000283752	ENST00000283752	SERPINB3	227
ENSG00000057252	ENSP00000356591	ENST00000367619	SOAT1	682
ENSG00000057294	ENSP00000342800	ENST00000340811	PKP2	199
ENSG00000057468	ENSP00000263187	ENST00000263187	MSH4	200
ENSG00000057593	ENSP00000329546	ENST00000346342	F7	419
ENSG00000057608	ENSP00000369538	ENST00000380191	GDI2	787
ENSG00000057657	ENSP00000358092	ENST00000369096	PRDM1	356
ENSG00000057663	ENSP00000358072	ENST00000369076	ATG5	212
